derepID	derepSize	taxid	taxname	rank	group	group.rank	superkingdom	kingdom	phylum	class	order	family	genus	species	amp_length
KY798448.1_q840_a100	1	135766	Percalates colonorum	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Centrarchiformes	'Percalatidae'	Percalates	Percalates colonorum	100
AB022894.1_q568_a98	1	88203	Mugilogobius sp. 1	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-5	order	Eukaryota	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	Mugilogobius	Mugilogobius sp. 1	98
AF449352.1_q345_a99	2	195833	Aphanius transgrediens	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-4	order	Eukaryota	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Aphaniidae	Aphanius	Aphanius transgrediens	99
EF218630.1_q835_a99	1	85417	Gobius niger	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-5	order	Eukaryota	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	Gobius	Gobius niger	99
FR751402.1_q900_a98	1	8063	Merluccius merluccius	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-4	order	Eukaryota	Metazoa	Chordata	Actinopteri	Gadiformes	Merlucciidae	Merluccius	Merluccius merluccius	98
AP017952.1_q902_a99	1	495043	Encrasicholina heteroloba	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-3	order	Eukaryota	Metazoa	Chordata	Actinopteri	Clupeiformes	Engraulidae	Encrasicholina	Encrasicholina heteroloba	99
KY798449.1_q853_a100	2	45783	Percalates novemaculeata	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Centrarchiformes	'Percalatidae'	Percalates	Percalates novemaculeata	100
AB022895.1_q568_a98	1	88204	Mugilogobius sp. 2	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-5	order	Eukaryota	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	Mugilogobius	Mugilogobius sp. 2	98
AF449353.1_q345_a99	10	195827	Aphanius anatoliae anatoliae	subspecies	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-4	order	Eukaryota	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Aphaniidae	Aphanius	Aphanius anatoliae	99
EF218631.1_q835_a99	1	441908	Pseudaphya ferreri	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-5	order	Eukaryota	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	Pseudaphya	Pseudaphya ferreri	99
KR131863.1_q908_a105	1	86968	Conger japonicus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Anguilliformes	Congridae	Conger	Conger japonicus	105
AP017954.1_q902_a99	1	1933922	Encrasicholina pseudoheteroloba	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-3	order	Eukaryota	Metazoa	Chordata	Actinopteri	Clupeiformes	Engraulidae	Encrasicholina	Encrasicholina pseudoheteroloba	99
KY798450.1_q865_a99	2	135754	Gadopsis bispinosus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Centrarchiformes	Percichthyidae	Gadopsis	Gadopsis bispinosus	99
AF449354.1_q345_a99	3	195827	Aphanius anatoliae anatoliae	subspecies	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-4	order	Eukaryota	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Aphaniidae	Aphanius	Aphanius anatoliae	99
EF218632.1_q836_a99	1	257536	Pomatoschistus knerii	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-5	order	Eukaryota	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	Pomatoschistus	Pomatoschistus knerii	99
KY798451.1_q831_a100	1	135755	Gadopsis marmoratus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Centrarchiformes	Percichthyidae	Gadopsis	Gadopsis marmoratus	100
AB022897.1_q568_a98	1	88202	Mugilogobius parvus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-5	order	Eukaryota	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	Mugilogobius	Mugilogobius parvus	98
AF449355.1_q345_a98	1	195827	Aphanius anatoliae anatoliae	subspecies	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-4	order	Eukaryota	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Aphaniidae	Aphanius	Aphanius anatoliae	98
EF218633.1_q836_a99	1	13225	Pomatoschistus minutus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-5	order	Eukaryota	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	Pomatoschistus	Pomatoschistus minutus	99
KM978956.1_q901_a99	2	57865	Gymnocephalus cernua	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-7	order	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Percidae	Gymnocephalus	Gymnocephalus cernua	99
KY798452.1_q851_a99	1	135762	Maccullochella peelii peelii	subspecies	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Centrarchiformes	Percichthyidae	Maccullochella	Maccullochella peelii	99
MG924463.1_q832_a100	3	480039	Coregonus laurettae	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-7	order	Eukaryota	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Coregonus	Coregonus laurettae	100
AF449356.1_q345_a98	6	195827	Aphanius anatoliae anatoliae	subspecies	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-4	order	Eukaryota	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Aphaniidae	Aphanius	Aphanius anatoliae	98
AP006013.1_q900_a99	1	82899	Cheilodactylus zonatus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Centrarchiformes	Cheilodactylidae	Cheilodactylus	Cheilodactylus zonatus	99
KY798453.1_q835_a99	7	135760	Maccullochella macquariensis	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Centrarchiformes	Percichthyidae	Maccullochella	Maccullochella macquariensis	99
MH085724.1_q248_a100	1	1353339	Upeneus margarethae	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-8	order	Eukaryota	Metazoa	Chordata	Actinopteri	Syngnathiformes	Mullidae	Upeneus	Upeneus margarethae	100
KF781142.1_q833_a99	1	47145	Tetraodon fluviatilis	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-8	order	Eukaryota	Metazoa	Chordata	Actinopteri	Tetraodontiformes	Tetraodontidae	Tetraodon	Tetraodon fluviatilis	99
AP017958.1_q906_a100	1	435231	Thryssa setirostris	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-3	order	Eukaryota	Metazoa	Chordata	Actinopteri	Clupeiformes	Engraulidae	Thryssa	Thryssa setirostris	100
EF218636.1_q831_a101	1	85418	Gobius paganellus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-5	order	Eukaryota	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	Gobius	Gobius paganellus	101
AP006791.1_q900_a99	1	270566	Percichthys trucha	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Centrarchiformes	Percichthyidae	Percichthys	Percichthys trucha	99
KY798455.1_q839_a99	2	135764	Macquaria ambigua	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Centrarchiformes	Percichthyidae	Macquaria	Macquaria ambigua	99
MG924466.1_q832_a100	2	241494	Coregonus sardinella	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-7	order	Eukaryota	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Coregonus	Coregonus sardinella	100
MH085726.1_q234_a100	1	119694	Caesio cuning	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-6	order	Eukaryota	Metazoa	Chordata	Actinopteri	Lutjaniformes	Lutjanidae	Caesio	Caesio cuning	100
AF449359.1_q344_a98	2	195827	Aphanius anatoliae anatoliae	subspecies	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-4	order	Eukaryota	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Aphaniidae	Aphanius	Aphanius anatoliae	98
EF218637.1_q830_a99	1	85424	Padogobius martensii	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-5	order	Eukaryota	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	Padogobius	Padogobius martensii	99
AP009615.1_q902_a102	1	501719	Clupeonella cultriventris	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-3	order	Eukaryota	Metazoa	Chordata	Actinopteri	Clupeiformes	Clupeidae	Clupeonella	Clupeonella cultriventris	102
KY798456.1_q840_a99	2	135771	Nannoperca obscura	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Centrarchiformes	Percichthyidae	Nannoperca	Nannoperca obscura	99
NC_039777.1_q899_a100	3	72099	Sebastes rubrivinctus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-7	order	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes rubrivinctus	100
AP011560.1_q899_a99	1	299317	Cromeria nilotica	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-5	order	Eukaryota	Metazoa	Chordata	Actinopteri	Gonorynchiformes	Kneriidae	Cromeria	Cromeria nilotica	99
KY798457.1_q840_a99	2	135770	Nannoperca australis	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Centrarchiformes	Percichthyidae	Nannoperca	Nannoperca australis	99
MG924468.1_q832_a100	1	56554	Coregonus zenithicus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-7	order	Eukaryota	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Coregonus	Coregonus zenithicus	100
MH085728.1_q249_a101	1	443702	Lethrinus mahsena	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-8	order	Eukaryota	Metazoa	Chordata	Actinopteri	Spariformes	Lethrinidae	Lethrinus	Lethrinus mahsena	101
AF449361.1_q345_a99	2	195836	Aphanius danfordii	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-4	order	Eukaryota	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Aphaniidae	Aphanius	Aphanius danfordii	99
AP011564.1_q840_a111	1	8276	Pantodon buchholzi	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-7	order	Eukaryota	Metazoa	Chordata	Actinopteri	Osteoglossiformes	Pantodontidae	Pantodon	Pantodon buchholzi	111
KP713717.1_q905_a100	1	86235	Eleotris oxycephala	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-5	order	Eukaryota	Metazoa	Chordata	Actinopteri	Gobiiformes	Eleotridae	Eleotris	Eleotris oxycephala	100
KY798458.1_q873_a101	4	443752	Bidyanus bidyanus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Centrarchiformes	Terapontidae	Bidyanus	Bidyanus bidyanus	101
MG924469.1_q832_a100	1	56554	Coregonus zenithicus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-7	order	Eukaryota	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Coregonus	Coregonus zenithicus	100
MH085729.1_q249_a101	1	99343	Scomberomorus guttatus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-8	order	Eukaryota	Metazoa	Chordata	Actinopteri	Scombriformes	Scombridae	Scomberomorus	Scomberomorus guttatus	101
AF449362.1_q345_a99	6	195836	Aphanius danfordii	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-4	order	Eukaryota	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Aphaniidae	Aphanius	Aphanius danfordii	99
KY798459.1_q858_a99	1	317033	Leiopotherapon unicolor	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Centrarchiformes	Terapontidae	Leiopotherapon	Leiopotherapon unicolor	99
KF557651.1_q896_a101	1	109287	Hippocampus mohnikei	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-8	order	Eukaryota	Metazoa	Chordata	Actinopteri	Syngnathiformes	Syngnathidae	Hippocampus	Hippocampus mohnikei	101
NC_039778.1_q899_a100	2	72089	Sebastes nigrocinctus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-7	order	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes nigrocinctus	100
MG924470.1_q832_a100	2	141825	Prosopium coulterii	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-7	order	Eukaryota	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Prosopium	Prosopium coulterii	100
AP011569.1_q907_a124	1	42636	Brienomyrus brachyistius	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-7	order	Eukaryota	Metazoa	Chordata	Actinopteri	Osteoglossiformes	Mormyridae	Brienomyrus	Brienomyrus brachyistius	124
KP715149.1_q898_a100	1	120830	Melanotaenia parkinsoni	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Atheriniformes	Melanotaeniidae	Melanotaenia	Melanotaenia parkinsoni	100
KY798460.1_q860_a100	1	56722	Pseudaphritis urvillii	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-7	order	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Pseudaphritidae	Pseudaphritis	Pseudaphritis urvillii	100
MG924471.1_q832_a100	1	8037	Salvelinus confluentus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-7	order	Eukaryota	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Salvelinus	Salvelinus confluentus	100
KF709954.1_q900_a100	1	406531	Siganus puellus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1	order	Eukaryota	Metazoa	Chordata	Actinopteri		Siganidae	Siganus	Siganus puellus	100
KJ150224.1_q901_a98	1	150325	Redigobius bikolanus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-5	order	Eukaryota	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	Redigobius	Redigobius bikolanus	98
MG924472.1_q834_a98	1	147210	Cottus cognatus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-7	order	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Cottidae	Cottus	Cottus cognatus	98
AF449365.1_q345_a99	7	195841	Aphanius villwocki	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-4	order	Eukaryota	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Aphaniidae	Aphanius	Aphanius villwocki	99
JX119192.1_q907_a100	2	293821	Epinephelus fuscoguttatus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-7	order	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Serranidae	Epinephelus	Epinephelus fuscoguttatus	100
KY798462.1_q844_a99	2	308080	Oxyeleotris lineolata	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-5	order	Eukaryota	Metazoa	Chordata	Actinopteri	Gobiiformes	Eleotridae	Oxyeleotris	Oxyeleotris lineolata	99
NC_039779.1_q899_a100	3	214485	Sebastes aleutianus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-7	order	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Sebastidae	Sebastes	Sebastes aleutianus	100
KY798463.1_q841_a100	1	166778	Hypseleotris klunzingeri	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-5	order	Eukaryota	Metazoa	Chordata	Actinopteri	Gobiiformes	Eleotridae	Hypseleotris	Hypseleotris klunzingeri	100
MG924474.1_q835_a98	1	304288	Cottus ricei	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-7	order	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Cottidae	Cottus	Cottus ricei	98
MH085734.1_q247_a100	1	435220	Sardinella jussieu	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-3	order	Eukaryota	Metazoa	Chordata	Actinopteri	Clupeiformes	Clupeidae	Sardinella	Sardinella jussieu	100
AP011573.1_q907_a124	1	112151	Isichthys henryi	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-7	order	Eukaryota	Metazoa	Chordata	Actinopteri	Osteoglossiformes	Mormyridae	Isichthys	Isichthys henryi	124
KR075132.1_q898_a99	1	228251	Coreoperca herzi	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Centrarchiformes	Sinipercidae	Coreoperca	Coreoperca herzi	99
KR059905.1_q916_a98	1	228914	Acipenser schrenckii x Huso dauricus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1	order	Eukaryota	Metazoa	Chordata	Actinopteri	Acipenseriformes	Acipenseridae		Acipenser schrenckii x Huso dauricus	98
KY132098.1_q917_a98	1	1358436	Huso dauricus x Acipenser schrenckii	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1	order	Eukaryota	Metazoa	Chordata	Actinopteri	Acipenseriformes	Acipenseridae		Huso dauricus x Acipenser schrenckii	98
KY798464.1_q868_a100	1	548581	Hypseleotris sp. 'Midgley's carp gudgeon'	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-5	order	Eukaryota	Metazoa	Chordata	Actinopteri	Gobiiformes	Eleotridae	Hypseleotris	Hypseleotris sp. 'Midgley's carp gudgeon'	100
MG924475.1_q830_a98	1	81381	Percopsis omiscomaycus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-7	order	Eukaryota	Metazoa	Chordata	Actinopteri	Percopsiformes	Percopsidae	Percopsis	Percopsis omiscomaycus	98
AF449368.1_q345_a99	1	195835	Aphanius asquamatus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-4	order	Eukaryota	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Aphaniidae	Aphanius	Aphanius asquamatus	99
KP033452.1_q902_a99	1	1633020	Chaetodontoplus conspicillatus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1	order	Eukaryota	Metazoa	Chordata	Actinopteri		Pomacanthidae	Chaetodontoplus	Chaetodontoplus conspicillatus	99
KY798465.1_q846_a100	1	613166	Hypseleotris sp. 'Murray-Darling carp gudgeon'	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-5	order	Eukaryota	Metazoa	Chordata	Actinopteri	Gobiiformes	Eleotridae	Hypseleotris	Hypseleotris sp. 'Murray-Darling carp gudgeon'	100
MG924476.1_q830_a98	1	81381	Percopsis omiscomaycus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-7	order	Eukaryota	Metazoa	Chordata	Actinopteri	Percopsiformes	Percopsidae	Percopsis	Percopsis omiscomaycus	98
MH085736.1_q245_a98	1	2487149	Boleophthalmus sp. bn1	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-5	order	Eukaryota	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	Boleophthalmus	Boleophthalmus sp. bn1	98
AF449369.1_q345_a98	7	30736	Aphanius fasciatus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-4	order	Eukaryota	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Aphaniidae	Aphanius	Aphanius fasciatus	98
KY798466.1_q855_a100	1	929716	Hypseleotris sp. 'Lake's carp gudgeon'	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-5	order	Eukaryota	Metazoa	Chordata	Actinopteri	Gobiiformes	Eleotridae	Hypseleotris	Hypseleotris sp. 'Lake's carp gudgeon'	100
KC495071.1_q901_a98	1	1124596	Chaeturichthys stigmatias	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-5	order	Eukaryota	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	Chaeturichthys	Chaeturichthys stigmatias	98
AB054130.1_q904_a100	1	42552	Chalceus macrolepidotus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Characiformes	Chalceidae	Chalceus	Chalceus macrolepidotus	100
LC006297.3_q899_a100	1	433667	Scombrops boops	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-8	order	Eukaryota	Metazoa	Chordata	Actinopteri	Scombriformes	Scombropidae	Scombrops	Scombrops boops	100
KY798468.1_q836_a101	1	587585	Philypnodon macrostomus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-5	order	Eukaryota	Metazoa	Chordata	Actinopteri	Gobiiformes	Eleotridae	Philypnodon	Philypnodon macrostomus	101
MG924479.1_q831_a98	3	200680	Myoxocephalus quadricornis	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-7	order	Eukaryota	Metazoa	Chordata	Actinopteri	Perciformes	Cottidae	Myoxocephalus	Myoxocephalus quadricornis	98
EU555283.1_q1749_a105	1	334878	Rastrelliger brachysoma	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-8	order	Eukaryota	Metazoa	Chordata	Actinopteri	Scombriformes	Scombridae	Rastrelliger	Rastrelliger brachysoma	105
KC136368.1_q2331_a99	3	1260384	Kyphosus hawaiiensis	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Centrarchiformes	Kyphosidae	Kyphosus	Kyphosus hawaiiensis	99
MG917694.1_q16329_a102	1	2518603	Johnius sp. n. BL-2019	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1	order	Eukaryota	Metazoa	Chordata	Actinopteri		Sciaenidae	Johnius	Johnius sp. n. BL-2019	102
KY798470.1_q861_a98	1	376881	Afurcagobius tamarensis	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-5	order	Eukaryota	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	Afurcagobius	Afurcagobius tamarensis	98
EF514208.1_q906_a101	2	232193	Lutjanus russellii	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-6	order	Eukaryota	Metazoa	Chordata	Actinopteri	Lutjaniformes	Lutjanidae	Lutjanus	Lutjanus russellii	101
AB734122.1_q900_a101	1	334885	Pseudopentaceros richardsoni	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-7	order	Eukaryota	Metazoa	Chordata	Actinopteri	Pempheriformes	Pentacerotidae	Pseudopentaceros	Pseudopentaceros richardsoni	101
KC136370.1_q2336_a101	1	215408	Girella zebra	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Centrarchiformes	Kyphosidae	Girella	Girella zebra	101
KY798471.1_q839_a99	1	613172	Tasmanogobius lasti	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-5	order	Eukaryota	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	Tasmanogobius	Tasmanogobius lasti	99
MG924482.1_q832_a100	1	490388	Oncorhynchus clarkii lewisi	subspecies	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-7	order	Eukaryota	Metazoa	Chordata	Actinopteri	Salmoniformes	Salmonidae	Oncorhynchus	Oncorhynchus clarkii	100
KY798472.1_q853_a98	1	249002	Pseudogobius olorum	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-5	order	Eukaryota	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	Pseudogobius	Pseudogobius olorum	98
AF449376.1_q345_a99	1	195839	Aphanius sophiae	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-4	order	Eukaryota	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Aphaniidae	Aphanius	Aphanius sophiae	99
GU370126.1_q897_a100	1	8128	Oreochromis niloticus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-3	order	Eukaryota	Metazoa	Chordata	Actinopteri	Cichliformes	Cichlidae	Oreochromis	Oreochromis niloticus	100
GU256523.1_q901_a99	1	8240	Thunnus maccoyii	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-8	order	Eukaryota	Metazoa	Chordata	Actinopteri	Scombriformes	Scombridae	Thunnus	Thunnus maccoyii	99
KP317810.1_q903_a99	1	214431	Scortum barcoo	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-2	order	Eukaryota	Metazoa	Chordata	Actinopteri	Centrarchiformes	Terapontidae	Scortum	Scortum barcoo	99
AP018056.1_q901_a98	16	1986417	Schismatogobius ninja	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-5	order	Eukaryota	Metazoa	Chordata	Actinopteri	Gobiiformes	Gobiidae	Schismatogobius	Schismatogobius ninja	98
KY798473.1_q871_a101	1	613159	Ambassis agassizii	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1	order	Eukaryota	Metazoa	Chordata	Actinopteri		Ambassidae	Ambassis	Ambassis agassizii	101
MH085744.1_q224_a100	1	225760	Siganus javus	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-1	order	Eukaryota	Metazoa	Chordata	Actinopteri		Siganidae	Siganus	Siganus javus	100
AF449377.1_q345_a99	4	195851	Aphanius vladykovi	species	Eukaryota/Metazoa/Chordata/Actinopteri/Actinopteri-subgroup-4	order	Eukaryota	Metazoa	Chordata	Actinopteri	Cyprinodontiformes	Aphaniidae	Aphanius	Aphanius vladykovi	99
